name,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,source,genres,duration,rating,score,ranked,popularity,favorites
Konohana Kitan,TV,12,Finished Airing,"Oct 4, 2017 to Dec 20, 2017",Fall 2017,Wednesdays at 20:00 (JST),"['Genco', 'Lantis', 'AT-X', 'GAGA', 'Memory-Tech', 'Studio Mausu', 'DeNA', 'Kadokawa', 'Melonbooks']",['Funimation'],Lerche,Manga,"['Fantasy', 'Girls Love', 'Slice of Life']",23 min. per ep.,PG-13 - Teens 13 or older,7.48,#1914,#1505,676
Koi wa Ameagari no You ni,TV,12,Finished Airing,"Jan 12, 2018 to Mar 30, 2018",Winter 2018,Fridays at 00:55 (JST),"['Aniplex', 'Dentsu', 'Fuji TV', 'DMM pictures']",['Sentai Filmworks'],Wit Studio,Manga,"['Drama', 'Romance']",22 min. per ep.,PG-13 - Teens 13 or older,7.48,#1913,#795,"1,602"
KanColle Movie,Movie,1,Finished Airing,"Nov 26, 2016",,,['add some'],['add some'],Diomedéa,,"['Action', 'Drama', 'Sci-Fi']",1 hr. 32 min.,PG-13 - Teens 13 or older,7.48,#1912,#3490,201
PriPara,TV,140,Finished Airing,"Jul 5, 2014 to Mar 28, 2017",Summer 2014,Tuesdays at 17:55 (JST),['TV Tokyo'],['add some'],Tatsunoko Production,,[],23 min. per ep.,PG - Children,7.49,#1909,#4652,442
Owari no Seraph,TV,12,Finished Airing,"Apr 4, 2015 to Jun 20, 2015",Spring 2015,Saturdays at 22:00 (JST),"['Rakuonsha', 'NBCUniversal Entertainment Japan', 'Shueisha']",['Funimation'],Wit Studio,Manga,"['Action', 'Drama', 'Fantasy']",23 min. per ep.,R - 17+ (violence & profanity),7.49,#1908,#100,"13,858"
Isekai Quartet Movie: Another World,Movie,1,Finished Airing,"Jun 10, 2022",,,['Kadokawa'],['add some'],Studio PuYUKAI,,"['Comedy', 'Fantasy']",1 hr. 52 min.,PG-13 - Teens 13 or older,7.47,#1959,#2366,121
Isekai Izakaya: Koto Aitheria no Izakaya Nobu,ONA,24,Finished Airing,"Apr 13, 2018 to Sep 14, 2018",,,['Kadokawa'],['add some'],Sunrise,Light novel,"['Fantasy', 'Gourmet']",14 min. per ep.,PG-13 - Teens 13 or older,7.47,#1958,#3374,172
Kamisama no Memochou,TV,12,Finished Airing,"Jul 2, 2011 to Sep 24, 2011",Summer 2011,Saturdays at Unknown,"['Lantis', 'AT-X', 'Warner Bros. Japan', 'KlockWorx', 'ASCII Media Works']",['Sentai Filmworks'],J.C.Staff,Light novel,"['Drama', 'Mystery']",26 min. per ep.,R - 17+ (violence & profanity),7.47,#1962,#1012,794
Kui Cheng Shoufu Cong Youxi Kaishi,ONA,16,Finished Airing,"Feb 3, 2024 to May 11, 2024",,,['bilibili'],['add some'],Foch Films,,"['Comedy', 'Fantasy']",19 min. per ep.,PG-13 - Teens 13 or older,7.47,#1964,#10540,15
Oemojisangjuui,ONA,8,Finished Airing,"Dec 8, 2022",,,['Netflix'],['add some'],Studio Mir,Web manga,"['Action', 'Drama', 'Supernatural']",24 min. per ep.,PG-13 - Teens 13 or older,7.47,#1967,#2213,552
Saint☆Oniisan,OVA,2,Finished Airing,"Dec 3, 2012 to Aug 23, 2013",,,['add some'],['add some'],A-1 Pictures,Manga,"['Comedy', 'Slice of Life']",20 min. per ep.,PG-13 - Teens 13 or older,7.47,#1971,#2193,282
Shinseiki Evangelion Movie: Shi to Shinsei,Movie,1,Finished Airing,"Mar 15, 1997",,,"['Movic', 'Sega', 'TV Tokyo Music', 'Audio Tanaka']","['GKIDS', 'Manga Entertainment']",Gainax,,"['Action', 'Drama', 'Sci-Fi', 'Suspense']",1 hr. 44 min.,R - 17+ (violence & profanity),7.47,#1976,#928,732
Shuumatsu Train Doko e Iku?,TV,12,Currently Airing,"Apr 1, 2024 to Jun 17, 2024",Spring 2024,Mondays at 21:00 (JST),"['Movic', 'AT-X', 'flying DOG', 'Tokyo MX', 'Kadokawa', 'DAXEL']",['add some'],EMT Squared,,[],23 min. per ep.,PG-13 - Teens 13 or older,7.46,#1982,#3214,144
Tonari no Kaibutsu-kun,TV,13,Finished Airing,"Oct 2, 2012 to Dec 25, 2012",Fall 2012,Tuesdays at 01:35 (JST),"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Kodansha']","['NIS America, Inc.']",Brain's Base,Manga,"['Comedy', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,7.46,#1985,#137,"6,326"
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,TV,12,Finished Airing,"Jan 8, 2013 to Mar 26, 2013",Winter 2013,Unknown,"['TV Tokyo', 'Geneon Universal Entertainment', 'Shogakukan-Shueisha Productions', 'Half H.P Studio']",['Sentai Filmworks'],Manglobe,Manga,"['Action', 'Supernatural']",24 min. per ep.,R - 17+ (violence & profanity),7.46,#1990,#1515,453
Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,Special,1,Finished Airing,"Jul 15, 2020",,,['add some'],['add some'],Bones,Manga,[],9 min.,PG-13 - Teens 13 or older,7.46,#1996,#3202,98
Fairy Tail OVA,OVA,5,Finished Airing,"Apr 15, 2011 to Jun 17, 2013",,,['add some'],['add some'],Satelight,Manga,"['Comedy', 'Fantasy', 'Ecchi']",27 min. per ep.,PG-13 - Teens 13 or older,7.46,#1999,#1417,439
Fullmetal Alchemist: Brotherhood - 4-koma Gekijou,Special,16,Finished Airing,"Aug 26, 2009 to Nov 24, 2010",,,['Studio Moriken'],['Funimation'],Bones,4-koma manga,"['Comedy', 'Fantasy']",2 min. per ep.,PG-13 - Teens 13 or older,7.46,#2000,#2840,128
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,TV,12,Finished Airing,"Oct 3, 2020 to Dec 19, 2020",Fall 2020,Saturdays at 00:30 (JST),"['Movic', 'Warner Bros. Japan', 'KlockWorx', 'Hakuhodo DY Music & Pictures', 'Egg Firm', 'FuRyu', 'GREE', 'SB Creative']",['Sentai Filmworks'],J.C.Staff,Light novel,"['Action', 'Adventure', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,7.46,#1998,#363,"1,893"
Carnival Phantasm EX Season,OVA,1,Finished Airing,"Nov 26, 2011",,,['Notes'],['add some'],Lerche,Manga,"['Comedy', 'Supernatural']",20 min.,PG-13 - Teens 13 or older,7.46,#1997,#3165,15
Benghuai: Xing Qiong Tiedao - Fei Guang,ONA,1,Finished Airing,"May 10, 2023",,,['add some'],['add some'],Studio Ppuri,,"['Action', 'Sci-Fi']",4 min.,PG-13 - Teens 13 or older,7.46,#1995,#14972,3
Angel Densetsu,OVA,2,Finished Airing,"Dec 13, 1996",,,['Toei Video'],['add some'],Toei Animation,Manga,"['Action', 'Comedy']",24 min. per ep.,R - 17+ (violence & profanity),7.46,#1994,#3528,193
Amagi Brilliant Park,TV,13,Finished Airing,"Oct 7, 2014 to Dec 26, 2014",Fall 2014,Fridays at 02:16 (JST),"['Avex Entertainment', 'TBS', 'DAX Production', 'flying DOG', 'Mobcast']",['Sentai Filmworks'],Kyoto Animation,Light novel,"['Comedy', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,7.46,#1993,#316,"2,686"
Aikatsu!,TV,178,Finished Airing,"Oct 8, 2012 to Mar 31, 2016",Fall 2012,Thursdays at 18:30 (JST),"['TV Tokyo', 'Bandai Visual', 'Dentsu']",['add some'],Sunrise,,[],24 min. per ep.,PG - Children,7.46,#1992,#3356,891
Acchi Kocchi: Place=Princess,Special,1,Finished Airing,"Nov 7, 2012",,,['add some'],['Sentai Filmworks'],AIC,4-koma manga,"['Comedy', 'Romance']",23 min.,PG-13 - Teens 13 or older,7.46,#1991,#2813,68
Yowamushi Pedal: Spare Bike,Movie,1,Finished Airing,"Sep 9, 2016",,,['add some'],['add some'],TMS Entertainment,Manga,[],1 hr.,PG-13 - Teens 13 or older,7.46,#1989,#5875,9
Youjo Senki: Sabaku no Pasta Daisakusen,ONA,1,Finished Airing,"Jun 19, 2021",,,"['Magic Capsule', 'Kadokawa']",['add some'],Nut,Light novel,"['Action', 'Fantasy']",16 min.,PG-13 - Teens 13 or older,7.46,#1988,#2857,126
Xingchen Bian: Xingchen Yao Hai,ONA,12,Finished Airing,"Sep 5, 2021 to Oct 3, 2021",,,"['Tencent Penguin Pictures', 'China Literature Limited', 'Pure Arts']",['add some'],Foch Films,,"['Action', 'Adventure', 'Fantasy', 'Romance']",26 min. per ep.,PG-13 - Teens 13 or older,7.46,#1987,#9871,10
Xiao Lu He Xiao Lan,ONA,72,Finished Airing,"Aug 27, 2018 to Feb 16, 2019",,,['Tencent Animation & Comics'],['add some'],Haoliners Animation League,Web manga,"['Boys Love', 'Comedy', 'Drama', 'Sci-Fi']",12 min. per ep.,PG-13 - Teens 13 or older,7.46,#1986,#6340,102
Tennis no Oujisama: Another Story II - Ano Toki no Bokura,OVA,4,Finished Airing,"Aug 26, 2011 to Oct 26, 2011",,,"['Nihon Ad Systems', 'M.S.C']",['add some'],Production I.G,Manga,"['Comedy', 'Sports']",22 min. per ep.,PG-13 - Teens 13 or older,7.46,#1984,#6121,7
Sugar Apple Fairy Tale,TV,12,Finished Airing,"Jan 6, 2023 to Mar 24, 2023",Winter 2023,Fridays at 21:30 (JST),"['AT-X', 'Magic Capsule', 'flying DOG', 'Crunchyroll', 'Kadokawa', 'BS Asahi']",['add some'],J.C.Staff,Light novel,"['Adventure', 'Drama', 'Fantasy', 'Romance']",22 min. per ep.,PG-13 - Teens 13 or older,7.46,#1983,#1921,851
Shokugeki no Souma: Ni no Sara OVA,OVA,2,Finished Airing,"May 1, 2017 to Jul 4, 2017",,,"['Lantis', 'Mainichi Broadcasting System', 'Warner Bros. Japan', 'KlockWorx', 'Hakuhodo DY Music & Pictures', 'Shueisha']",['add some'],J.C.Staff,Manga,"['Gourmet', 'Ecchi']",25 min. per ep.,PG-13 - Teens 13 or older,7.46,#1981,#1443,108
Yuru Camp△ Season 2 Specials,Special,2,Finished Airing,"May 26, 2021 to Jul 28, 2021",,,"['Half H.P Studio', 'MAGES.']",['add some'],C-Station,Manga,"['Comedy', 'Slice of Life']",4 min. per ep.,PG-13 - Teens 13 or older,7.47,#1980,#4702,69
Yong Sheng,ONA,12,Finished Airing,"Jan 29, 2022 to Apr 9, 2022",,,['bilibili'],['add some'],Oriental Creative Color,,"['Action', 'Adventure', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,7.47,#1979,#10860,19
Waga Seishun no Arcadia,Movie,1,Finished Airing,"Jul 28, 1982",,,['add some'],"['AnimEigo', 'Discotek Media']",Toei Animation,,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",2 hr. 10 min.,PG-13 - Teens 13 or older,7.47,#1978,#6066,89
"Suteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",Special,3,Finished Airing,"Sep 25, 1998 to Sep 25, 1999",,,['NHK'],['add some'],Madhouse,Manga,"['Comedy', 'Fantasy']",4 min. per ep.,G - All Ages,7.47,#1977,#4170,35
Shinryaku!? Ika Musume,TV,12,Finished Airing,"Sep 27, 2011 to Dec 25, 2011",Fall 2011,Tuesdays at 02:00 (JST),"['TV Tokyo', 'Lantis', 'Pony Canyon', 'TV Tokyo Music', 'Studio Jack']",['Sentai Filmworks'],Diomedéa,Manga,[],24 min. per ep.,PG-13 - Teens 13 or older,7.47,#1975,#2087,176
Shinryaku!! Ika Musume,OVA,3,Finished Airing,"Aug 8, 2012 to Sep 8, 2014",,,"['Lantis', 'Glovision']",['Sentai Filmworks'],Diomedéa,Manga,[],24 min. per ep.,PG-13 - Teens 13 or older,7.47,#1974,#4198,17
Shen Lan Qi Yu Wushuang Zhu,ONA,15,Finished Airing,"Jul 23, 2022 to Oct 15, 2022",,,"['iQIYI', 'CG Year']",['add some'],High Energy Studio,,"['Action', 'Fantasy']",21 min. per ep.,PG-13 - Teens 13 or older,7.47,#1973,#11635,17
Sekaiichi Hatsukoi: Propose-hen,Movie,1,Finished Airing,"Feb 21, 2020",,,['add some'],['add some'],Studio Deen,Manga,[],21 min.,PG-13 - Teens 13 or older,7.47,#1972,#4354,97
Saenai Heroine no Sodatekata,TV,12,Finished Airing,"Jan 16, 2015 to Mar 27, 2015",Winter 2015,Fridays at 00:50 (JST),"['Aniplex', 'Dentsu', 'Fuji TV', 'Half H.P Studio', 'Cospa', 'Fujipacific Music', 'Good Smile Company', 'Kyoraku Industrial Holdings', 'Kansai Telecasting', 'Fujimi Shobo']",['Aniplex of America'],A-1 Pictures,Light novel,"['Comedy', 'Romance', 'Ecchi']",23 min. per ep.,PG-13 - Teens 13 or older,7.47,#1970,#312,"4,378"
Psycho-Pass: Sinners of the System Case.2 - First Guardian,Movie,1,Finished Airing,"Feb 15, 2019",,,"['Dentsu', 'Fuji TV', 'Nitroplus', 'Sony Music Entertainment', 'TOHO animation', 'MAGNET']",['add some'],Production I.G,,"['Action', 'Sci-Fi']",1 hr.,R - 17+ (violence & profanity),7.47,#1969,#2131,78
Pokemon Generations,ONA,18,Finished Airing,"Dec 9, 2016 to Feb 2, 2017",,,['add some'],['The Pokemon Company International'],OLM,,"['Action', 'Adventure', 'Fantasy']",4 min. per ep.,PG - Children,7.47,#1968,#2868,90
Major 2nd 2nd Season,TV,25,Finished Airing,"Apr 4, 2020 to Nov 7, 2020",Spring 2020,Saturdays at 17:35 (JST),"['Shogakukan-Shueisha Productions', 'NHK']",['add some'],OLM,Manga,[],24 min. per ep.,PG-13 - Teens 13 or older,7.47,#1966,#4672,68
Kyoukaisenjou no Horizon II,TV,13,Finished Airing,"Jul 8, 2012 to Sep 30, 2012",Summer 2012,Unknown,"['Bandai Visual', 'Lantis', 'ASCII Media Works', 'Sony PCL']",['Sentai Filmworks'],Sunrise,Light novel,"['Action', 'Fantasy', 'Sci-Fi']",24 min. per ep.,R+ - Mild Nudity,7.47,#1965,#2345,352
Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,Movie,1,Finished Airing,"Nov 30, 2013",,,"['Bandai Visual', 'Dentsu', 'Kodansha', 'flying DOG', 'TOHO animation']",['Funimation'],Production I.G,Manga,"['Action', 'Mystery', 'Sci-Fi']",56 min.,R - 17+ (violence & profanity),7.47,#1963,#3065,47
Junjou Romantica,TV,12,Finished Airing,"Apr 11, 2008 to Jun 27, 2008",Spring 2008,Fridays at 01:30 (JST),"['Frontier Works', 'Kadokawa Shoten', 'Kadokawa Pictures Japan', 'KlockWorx', 'Memory-Tech', 'Romantica club !!']",['Nozomi Entertainment'],Studio Deen,Manga,"['Boys Love', 'Comedy', 'Drama']",24 min. per ep.,PG-13 - Teens 13 or older,7.47,#1961,#959,"4,406"
Jashin-chan Dropkick',TV,11,Finished Airing,"Apr 6, 2020 to Jun 22, 2020",Spring 2020,Mondays at 20:30 (JST),"['BookLive', 'ibis Capital Partners', 'Global Solutions']",['add some'],Nomad,Web manga,"['Comedy', 'Supernatural']",23 min. per ep.,PG-13 - Teens 13 or older,7.47,#1960,#3126,123
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,OVA,1,Finished Airing,"Mar 10, 2020",,,['add some'],['add some'],Ajia-do,Light novel,[],24 min.,PG-13 - Teens 13 or older,7.47,#1957,#3438,26
Kamikaze Kaitou Jeanne,TV,44,Finished Airing,"Feb 13, 1999 to Jan 29, 2000",Winter 1999,Unknown,['Toei Advertising'],['add some'],Toei Animation,Manga,"['Action', 'Drama', 'Mystery', 'Romance', 'Supernatural']",24 min. per ep.,PG-13 - Teens 13 or older,7.46,#2007,#2918,528
Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,Special,1,Finished Airing,"Sep 28, 2013",,,['add some'],['Aniplex of America'],ufotable,Manga,"['Drama', 'Mystery', 'Supernatural']",32 min.,R - 17+ (violence & profanity),7.46,#2009,#3142,41
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,Movie,1,Finished Airing,"Jun 17, 2017",,,"['Aniplex', 'Studio Mausu']",['Aniplex of America'],8bit,Light novel,"['Action', 'Fantasy', 'Sci-Fi']",1 hr. 30 min.,R - 17+ (violence & profanity),7.46,#2011,#1250,451
Orange: Mirai,Movie,1,Finished Airing,"Nov 18, 2016",,,['TMS Entertainment'],['add some'],Telecom Animation Film,Manga,"['Drama', 'Romance', 'Sci-Fi']",1 hr. 2 min.,PG-13 - Teens 13 or older,7.46,#2015,#1661,211
Oushitsu Kyoushi Heine,TV,12,Finished Airing,"Apr 5, 2017 to Jun 21, 2017",Spring 2017,Wednesdays at 02:05 (JST),"['TV Tokyo', 'Square Enix', 'Sotsu', 'TV Osaka', 'AT-X', 'DAX Production', 'TV Tokyo Music', 'Avex Pictures', 'BS TV Tokyo', 'Dai Nippon Printing', 'Contents Seed', 'A-Sketch']",['Funimation'],Bridge,Manga,[],23 min. per ep.,PG-13 - Teens 13 or older,7.46,#2018,#1589,833
Senki Zesshou Symphogear G,TV,13,Finished Airing,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,Fridays at 02:35 (JST),"['Starchild Records', 'Memory-Tech', 'Dwango', 'Bushiroad', 'Good Smile Company', 'Kinyosha']",['Discotek Media'],Satelight,,"['Action', 'Sci-Fi']",23 min. per ep.,PG-13 - Teens 13 or older,7.46,#2021,#2837,538
Magic Knight Rayearth,TV,20,Finished Airing,"Oct 17, 1994 to Mar 13, 1995",Fall 1994,Mondays at 19:30 (JST),['Yomiuri Telecasting'],"['Media Blasters', 'Discotek Media']",Tokyo Movie Shinsha,Manga,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,7.45,#2028,#2600,559
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,Movie,1,Finished Airing,"Oct 29, 2016",,,"['ABC Animation', 'Kinoshita Group Holdings']",['add some'],Toei Animation,,"['Action', 'Fantasy', 'Slice of Life']",1 hr. 4 min.,G - All Ages,7.45,#2029,#9088,3
Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,OVA,1,Finished Airing,"May 2, 2018",,,"['Lantis', 'Warner Bros. Japan', 'KlockWorx', 'Shueisha']",['add some'],J.C.Staff,Manga,[],23 min.,PG-13 - Teens 13 or older,7.45,#2034,#2329,64
Suisei no Gargantia,TV,13,Finished Airing,"Apr 7, 2013 to Jun 30, 2013",Spring 2013,Sundays at 22:00 (JST),"['Bandai Visual', 'Yomiuri Telecasting', 'Lantis', 'Nitroplus', 'Bushiroad', 'Good Smile Company']",['VIZ Media'],Production I.G,,"['Action', 'Adventure', 'Sci-Fi']",23 min. per ep.,PG-13 - Teens 13 or older,7.45,#2037,#702,"1,298"
Taiho Shichau zo,OVA,4,Finished Airing,"Sep 24, 1994 to Nov 25, 1995",,,"['Bandai Visual', 'TBS', 'Kodansha', 'Marubeni']",['AnimEigo'],Studio Deen,Manga,"['Action', 'Comedy']",29 min. per ep.,PG-13 - Teens 13 or older,7.45,#2039,#4078,107
Angel Beats! Another Epilogue,Special,1,Finished Airing,"Dec 22, 2010",,,"['Aniplex', 'Visual Arts']",['add some'],P.A. Works,,[],2 min.,PG-13 - Teens 13 or older,7.45,#2045,#1004,234
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,Movie,1,Finished Airing,"Apr 20, 2002",,,['TV Asahi'],['add some'],Shin-Ei Animation,Manga,"['Award Winning', 'Drama', 'Romance']",1 hr. 35 min.,G - All Ages,7.45,#2049,#7957,15
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,Movie,1,Finished Airing,"Apr 17, 2010",,,['TV Asahi'],['add some'],Shin-Ei Animation,Manga,"['Adventure', 'Comedy', 'Sci-Fi']",1 hr. 40 min.,G - All Ages,7.45,#2050,#7379,15
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Movie,1,Finished Airing,"Sep 14, 2013",,,"['Bandai Visual', 'Bandai', 'Bandai Namco Entertainment', 'Hakuhodo DY Media Partners']",['Funimation'],Sunrise,,[],59 min.,R - 17+ (violence & profanity),7.45,#2048,#1659,207
Chio-chan no Tsuugakuro,TV,12,Finished Airing,"Jul 6, 2018 to Sep 21, 2018",Summer 2018,Fridays at 22:00 (JST),['add some'],['Funimation'],Diomedéa,Manga,[],23 min. per ep.,PG-13 - Teens 13 or older,7.45,#2047,#1824,410
Captain Tsubasa: Road to 2002,TV,52,Finished Airing,"Oct 7, 2001 to Oct 6, 2002",Fall 2001,Unknown,"['Madhouse', 'TV Tokyo', 'Dentsu']",['add some'],Group TAC,Manga,[],24 min. per ep.,PG-13 - Teens 13 or older,7.45,#2046,#2874,316
Yu☆Gi☆Oh! 5D's,TV,154,Finished Airing,"Apr 2, 2008 to Mar 30, 2011",Spring 2008,Wednesdays at 18:00 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'Shueisha']",['Konami'],Gallop,Manga,[],24 min. per ep.,PG-13 - Teens 13 or older,7.45,#2044,#1608,"1,607"
Yozakura Quartet: Tsuki ni Naku,OVA,3,Finished Airing,"Oct 9, 2013 to Nov 7, 2014",,,['add some'],['add some'],Tatsunoko Production,Manga,"['Action', 'Comedy', 'Supernatural']",28 min. per ep.,PG-13 - Teens 13 or older,7.45,#2043,#4109,18
Yozakura Quartet: Hana no Uta,TV,13,Finished Airing,"Oct 6, 2013 to Dec 29, 2013",Fall 2013,Sundays at 23:30 (JST),['add some'],['add some'],Tatsunoko Production,Manga,"['Action', 'Comedy', 'Supernatural']",23 min. per ep.,PG-13 - Teens 13 or older,7.45,#2042,#1769,440
Vinland Saga Season 2: Drowning in the Shadow,ONA,1,Finished Airing,"Feb 14, 2023",,,['add some'],['add some'],MAPPA,Manga,"['Action', 'Adventure', 'Drama']",2 min.,R - 17+ (violence & profanity),7.45,#2041,#4681,50
The iDOLM@STER: 765 Pro to Iu Monogatari,Special,1,Finished Airing,"Jun 28, 2012",,,['Aniplex'],['add some'],A-1 Pictures,,"['Comedy', 'Drama']",24 min.,PG-13 - Teens 13 or older,7.45,#2040,#4565,13
Suzumiya Haruhi-chan no Yuuutsu,ONA,25,Finished Airing,"Feb 14, 2009 to May 8, 2009",,,['Kadokawa Shoten'],"['Funimation', 'Bandai Entertainment']",Kyoto Animation,4-koma manga,[],3 min. per ep.,PG-13 - Teens 13 or older,7.45,#2038,#2097,334
Soredemo Machi wa Mawatteiru,TV,12,Finished Airing,"Oct 8, 2010 to Dec 24, 2010",Fall 2010,Fridays at 01:55 (JST),"['Pony Canyon', 'TBS', 'Movic', 'flying DOG', 'Memory-Tech']",['Sentai Filmworks'],Shaft,Manga,[],24 min. per ep.,PG-13 - Teens 13 or older,7.45,#2036,#2739,259
Sidonia no Kishi: Ai Tsumugu Hoshi,Movie,1,Finished Airing,"Jun 4, 2021",,,"['Kodansha', 'King Records']",['Funimation'],Polygon Pictures,Manga,"['Action', 'Sci-Fi']",1 hr. 49 min.,R - 17+ (violence & profanity),7.45,#2035,#4306,81
Shigofumi,TV,12,Finished Airing,"Jan 6, 2008 to Mar 23, 2008",Winter 2008,Sundays at 01:35 (JST),"['Bandai Visual', 'Genco', 'Lantis', 'Rakuonsha']",['Sentai Filmworks'],J.C.Staff,,"['Drama', 'Fantasy', 'Suspense']",23 min. per ep.,R - 17+ (violence & profanity),7.45,#2033,#2205,354
Senki Zesshou Symphogear GX,TV,13,Finished Airing,"Jul 4, 2015 to Sep 26, 2015",Summer 2015,Saturdays at 03:10 (JST),"['Starchild Records', 'Memory-Tech', 'Bushiroad', 'MAGES.', 'Kinyosha']",['Discotek Media'],Satelight,,"['Action', 'Sci-Fi']",23 min. per ep.,PG-13 - Teens 13 or older,7.45,#2032,#3204,393
Mini Dragon Specials,Special,8,Finished Airing,"Jul 8, 2021 to Jan 19, 2022",,,['add some'],['add some'],Kyoto Animation,Manga,"['Fantasy', 'Slice of Life']",1 min. per ep.,PG-13 - Teens 13 or older,7.45,#2030,#3515,129
Saki,TV,25,Finished Airing,"Apr 6, 2009 to Sep 28, 2009",Spring 2009,Mondays at 02:00 (JST),"['TV Tokyo', 'Square Enix', 'Sotsu', 'Lantis', 'Pony Canyon', 'KlockWorx', 'TV Tokyo Music', 'Kiyosumi High School Mahjong Club', 'Sotsu Music Publishing']",['add some'],Gonzo,Manga,[],24 min. per ep.,PG-13 - Teens 13 or older,7.45,#2031,#2168,827
Lady Lady!!,TV,21,Finished Airing,"Oct 21, 1987 to Mar 23, 1988",Fall 1987,Wednesdays at 19:30 (JST),['add some'],['add some'],Toei Animation,Manga,[],23 min. per ep.,G - All Ages,7.45,#2027,#7390,36
Kyuuketsuki Sugu Shinu 2,TV,12,Finished Airing,"Jan 9, 2023 to Mar 27, 2023",Winter 2023,Mondays at 23:00 (JST),"['Frontier Works', 'Marvelous Entertainment', 'Pony Canyon', 'Studio Mausu', 'Hakuhodo DY Music & Pictures', 'Akita Shoten', 'BS11', 'Kadokawa Media House']",['add some'],Madhouse,Manga,"['Comedy', 'Supernatural']",23 min. per ep.,PG-13 - Teens 13 or older,7.45,#2026,#3880,121
"Kumo desu ga, Nani ka?",TV,24,Finished Airing,"Jan 8, 2021 to Jul 3, 2021",Winter 2021,Fridays at 21:30 (JST),"['Movic', 'AT-X', 'Sammy', 'Crunchyroll', 'Kadokawa Media House', 'NTT Plala', 'Kadokawa']",['add some'],Millepensee,Light novel,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery']",23 min. per ep.,PG-13 - Teens 13 or older,7.45,#2025,#514,"4,384"
Kishuku Gakkou no Juliet,TV,12,Finished Airing,"Oct 6, 2018 to Dec 22, 2018",Fall 2018,Saturdays at 01:25 (JST),['NBCUniversal Entertainment Japan'],['add some'],LIDENFILMS,Manga,"['Action', 'Comedy', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,7.45,#2024,#630,"2,003"
Kengan Ashura,ONA,12,Finished Airing,"Jul 31, 2019",,,"['Nihon Ad Systems', 'Mainichi Broadcasting System', 'Pony Canyon', 'Shogakukan', 'KLab', 'MAGNET']",['Ponycan USA'],Larx Entertainment,Web manga,[],24 min. per ep.,R - 17+ (violence & profanity),7.45,#2023,#1451,"1,005"
Kara no Kyoukai Movie 6: Boukyaku Rokuon,Movie,1,Finished Airing,"Dec 20, 2008",,,['Notes'],['Aniplex of America'],ufotable,Light novel,"['Action', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",59 min.,R - 17+ (violence & profanity),7.45,#2022,#1242,204
